time	bid	bid_depth	bid_depth_total	offer	offer_depth	offer_depth_total
20140813T154502	566.78	100	100	567.02	200	200
20140813T154504	566.78	100	100	566.99	100	100
20140813T154508	566.78	100	100	566.94	100	100
20140813T154511	566.78	100	100	566.94	200	200
20140813T154513	566.78	100	100	567.08	100	100
20140813T154518	566.79	100	100	567.08	100	100
20140813T154523	566.78	100	100	567.02	100	100
20140813T154531	566.75	100	100	567.02	100	100
20140813T154532	566.67	100	100	567.02	100	100
20140813T154534	566.7	100	100	567.02	100	100
20140813T154535	566.72	100	100	567.	400	400
20140813T154538	566.47	200	200	566.96	100	100
20140813T154541	566.63	100	100	566.96	100	100
20140813T154544	566.64	100	100	566.96	100	100
20140813T154550	566.52	200	200	566.94	100	100
20140813T154551	566.54	100	100	566.96	100	100
20140813T154555	566.57	100	100	566.96	100	100
20140813T154556	566.58	100	100	566.96	100	100
20140813T154558	566.57	100	100	566.96	100	100
20140813T154559	566.5	200	200	566.94	100	100
20140813T154601	566.5	200	200	566.9	100	100
20140813T154602	566.51	200	200	566.9	100	100
20140813T154603	566.51	200	200	566.9	300	300
20140813T154604	566.54	100	100	566.9	200	200
20140813T154605	566.53	100	100	566.9	200	200
20140813T154607	566.49	200	200	566.89	100	100
20140813T154610	566.5	200	200	566.89	200	200
20140813T154622	566.53	200	200	566.89	200	200
20140813T154627	566.53	200	200	566.8	200	200
20140813T154632	566.53	100	100	566.8	200	200
20140813T154635	566.01	100	100	566.2	100	100
20140813T154638	566.05	100	100	566.57	600	600
20140813T154640	566.05	100	100	566.57	400	400
20140813T154642	566.05	100	100	566.57	500	500
20140813T154647	566.17	100	100	566.57	300	300
20140813T154648	566.19	100	100	566.57	400	400
20140813T154651	566.19	100	100	566.52	100	100
20140813T154653	566.19	100	100	566.52	200	200
20140813T154657	566.19	200	200	566.52	200	200
20140813T154658	566.3	200	200	566.57	400	400
20140813T154659	566.3	200	200	566.57	200	200
20140813T154700	566.35	100	100	566.8	200	200
20140813T154705	566.37	100	100	566.8	200	200
20140813T154708	566.39	100	100	566.8	200	200
20140813T154713	566.51	100	100	566.8	200	200
20140813T154717	566.46	100	100	566.8	100	100
20140813T154718	566.46	100	100	566.8	200	200
20140813T154720	566.3	100	100	566.5	900	900
20140813T154722	566.21	100	100	566.5	700	700
20140813T154723	566.2	100	100	566.5	700	700
20140813T154724	566.24	100	100	566.5	700	700
20140813T154725	566.27	100	100	566.5	900	900
20140813T154727	566.28	100	100	566.5	900	900
20140813T154740	566.2	100	100	566.5	900	900
20140813T154740	566.55	100	100	566.77	100	100
20140813T154741	566.55	100	100	566.8	100	100
20140813T154744	566.46	100	100	566.8	100	100
20140813T154746	566.47	100	100	566.8	100	100
20140813T154751	566.46	100	100	566.8	200	200
20140813T154753	566.5	100	100	566.8	200	200
20140813T154806	566.5	100	100	566.8	100	100
20140813T154816	566.5	100	100	566.62	200	200
20140813T154818	566.34	100	100	566.62	200	200
20140813T154823	566.32	100	100	566.62	200	200
20140813T154834	566.32	100	100	566.61	100	100
20140813T154840	566.32	100	100	566.61	200	200
20140813T154852	566.2	100	100	566.59	100	100
20140813T154853	566.08	100	100	566.58	100	100
20140813T154855	566.08	100	100	566.58	300	300
20140813T154901	566.09	100	100	566.55	100	100
20140813T154904	566.09	100	100	566.55	200	200
20140813T154906	566.1	100	100	566.53	100	100
20140813T154926	566.1	100	100	566.5	100	100
20140813T154928	566.1	100	100	566.5	200	200
20140813T154942	566.1	100	100	566.5	100	100
20140813T154944	566.1	100	100	566.5	200	200
20140813T154945	566.1	100	100	566.5	100	100
20140813T154952	566.13	100	100	566.5	200	200
20140813T154957	566.19	100	100	566.5	200	200
20140813T154958	566.27	100	100	566.55	200	200
20140813T155002	566.57	100	100	566.79	100	100
20140813T155003	566.57	100	100	566.8	100	100
20140813T155005	566.59	100	100	566.86	100	100
20140813T155005	566.6	100	100	566.85	100	100
20140813T155006	566.62	100	100	566.87	400	400
20140813T155007	566.75	100	100	566.87	400	400
20140813T155008	566.41	300	300	566.87	400	400
20140813T155012	566.41	300	300	566.87	500	500
20140813T155013	566.49	100	100	566.87	500	500
20140813T155014	566.49	100	100	566.87	400	400
20140813T155016	566.5	100	100	566.86	100	100
20140813T155017	566.55	100	100	566.86	100	100
20140813T155018	566.57	100	100	566.86	100	100
20140813T155021	566.59	100	100	566.86	100	100
20140813T155022	566.61	100	100	566.87	400	400
20140813T155025	566.63	100	100	566.87	400	400
20140813T155034	566.63	300	300	566.87	400	400
20140813T155036	566.63	200	200	566.87	400	400
20140813T155038	566.63	300	300	566.87	400	400
